 ,221057_071,221057_088,221057_101,221057_102,221057_103,221057_150,221057_151,221057_164,221364_080,221364_081,221364_082,221364_083,221364_087,221477_061,221479_158,221479_168,221479_187,221481_117,221481_230,221481_241,221481_256,221481_507,221481_509,221481_515,221481_522,221481_524,221481_538,221701_035,221701_052,221701_055,221701_057,221701_061,221733_181,230011_174,230011_175,230066_121,230066_125,230066_126,230066_127,230066_128,230080_262,230114_019,231570_005,231570_006,231570_008,231570_011,231570_012,231685_259,231685_281,231687_016,231687_029,233285_119,233379_033,233379_047,233379_048,233379_111,233379_112,233379_113,233379_114,233379_115,233379_116,233379_117,233379_119,233379_121,233379_122,233379_125,233379_127,233379_129,233379_131,233379_132,233379_133,233379_134,233380_037,233380_038,233668_061,233668_063,233668_064,233668_076,233668_080,233668_130,233668_170,233668_253,233795_001,233795_003,233795_009,233795_012,233795_072,233795_073,233795_074,233795_075,233795_085,233795_087,233795_088,233795_089,233795_090,233795_091,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_099,233795_100,233795_101,233795_102,233795_103,233795_104,233795_106,233795_124,233795_125,221090_095,221091_154,221417_015,221417_018,221417_043,221418_129,221418_139,221477_060,221478_326,221478_349,221479_159,221479_164,221479_166,221479_169,221480_100,221481_198,231685_243,231685_255,231685_273,231685_275,231685_279,231685_285,231686_057,233379_029,233379_032,233379_036,233379_039,233379_097,233379_118,233379_130,233379_136,233379_142,233380_036,233380_093,233666_200,233666_204,233666_218,221090_092,221090_093,221090_094,221090_099,221091_125,221417_017,221418_001,221418_127,221418_135,221418_137,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221481_137,221515_017,231685_244,231687_014,233666_201,233667_154,233667_297,221065_082,231687_017,231687_027,231687_028,233284_183,221225_016,221226_014,221226_015,221226_023,221365_065,221365_067,221365_069,221365_073,221426_061,231687_001,231687_012,231687_013,233666_222,233667_280,221536_032,221538_015,233281_123,233285_006,233666_207
="RSPv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="328.2241",="0",="0",="0",="0",="0",="0",="302.0432",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.0025",="455.4933",="0",="0",="0",="0",="0",="0",="0",="0",="76.8427",="0",="0",="0",="0",="0",="3.9749",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.6217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="770.6089999999999",="426.2614",="0",="0",="51.5858",="1080.7554",="0",="0",="0",="0",="0",="0",="0",="396.7637",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="294.5434",="0",="0",="0",="0",="0",="114.2862",="0",="0",="0",="0",="0",="0",="3416.2291",="0",="0",="1825.6649",="0",="0",="586.7855",="2489.658",="0",="162.3574",="5.9013",="2637.4703",="0",="0",="1288.0523",="151.1229",="2720.4462",="1412.1372999999999",="134.5294",="919.2353",="237.5634",="121.6507",="670.5069",="0",="0",="0",="192.3737",="241.6365",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="350.477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="133.4404",="0",="0",="0",="0",="8.4051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.9242",="0",="49.0041",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.3267",="0",="0",="1021.3933",="0",="0",="22.9022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="154.88449999999997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.9916",="0",="0",="52.4391",="0",="0",="0",="0",="24.1476",="0",="0",="0",="494.5861",="0",="0",="140.4014",="0",="0",="357.5712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.7079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="567.0314",="0",="0",="0",="0",="436.0378",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="454.3846",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="146.7844",="0",="0",="0",="0",="450.3592",="0",="0",="0",="0",="0",="0",="0",="0",="0",="276.4297",="0",="0",="357.9353",="0",="0",="0",="10.3275",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.0783",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1068.458",="0",="0",="0",="0",="0",="5.5939",="0",="0",="0",="0",="88.5788",="1358.0941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="369.0963",="2031.1306000000002",="211.0451",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="721.8077",="0",="0",="0",="0",="4.5084",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="219.4564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="149.7186",="0",="28.0288",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.0013",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="588.0159",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.9532",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1522.8488",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.7033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.2502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.4168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.9151",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1271.5967",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="238.6489",="0",="0",="379.3876",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="427.9536",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.0618",="0",="0",="0",="333.3419",="1100.4449",="0",="0",="0",="0",="0",="0",="0",="0",="0",="551.5897",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.5941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.9535",="0",="0",="0",="0",="0",="0",="0",="191.7891",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.2548",="143.2915",="0",="0",="0",="0",="0",="105.0463",="0",="0",="0",="0",="0",="0",="0",="0",="18.1886",="0",="261.7082",="0",="0",="0",="0",="0",="0",="0",="1118.1482",="0",="425.0034",="0",="133.9501",="2839.7637",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ar",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.1292",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="412.1935",="0",="0",="0",="0",="663.8744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="638.0762",="0",="0",="0",="250.7953",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1117.529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="560.2947",="553.1633",="832.8624",="805.7712",="993.6373",="109.7596",="0",="0",="0",="0",="572.3774",="0",="294.1555",="326.8235",="0",="636.0574",="844.0391",="618.7589",="418.378"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="565.1077",="240.5613",="0",="0",="878.9888",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.5092",="0",="429.2936",="959.169",="0",="0",="0",="0",="0",="0",="0",="0",="438.6212",="522.7805",="0",="0",="0",="0",="0",="455.3044",="0",="0",="131.0837",="0",="0",="0",="0",="0",="0",="194.7466",="0",="0",="0",="790.1533",="0",="0",="0",="0",="0",="0",="330.6052",="0",="658.0438",="1367.0572",="0",="0",="0",="0",="0",="0",="0",="603.9064",="0",="0",="0",="0",="380.8353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1032.2307",="0",="0",="0",="0",="0",="1191.1553",="0",="0",="0",="259.1628",="244.5005",="93.9215",="328.8518",="0",="0",="0",="0",="0",="0",="0",="557.598",="0",="0",="0",="0",="0",="0",="0",="2175.4033",="419.6326",="0",="110.5057",="0",="5363.9792",="1168.27",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="104.5487",="15.3338",="0",="0",="34.0747",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.2309",="0",="244.4324",="281.0136",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="119.5014",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="72.6575",="0",="0",="0",="0",="139.9829",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.9743",="0",="0",="0",="0",="0",="263.5528",="0",="0",="0",="310.5796",="119.4576",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.5022",="0",="0",="0",="485.3273",="142.5851",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.9109",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.6629",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.5712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.302",="0",="0",="0",="0",="178.1744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="489.1419",="0",="6.0504",="0",="0",="1037.4382",="0",="0",="0",="0",="0",="90.657",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="629.7358",="0",="0",="799.3279",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.6628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1286.033",="0",="2064.5994",="1087.393",="0",="0",="0",="0",="0",="0",="0",="0",="1388.3258",="1150.2536",="0",="0",="0",="0",="0",="326.7737",="0",="0",="210.5604",="0",="0",="0",="0",="0",="1378.2087",="65.7573",="0",="789.8773",="0",="0",="0",="0",="0",="0",="0",="0",="504.7871",="0",="437.6265",="1373.4635",="0",="1018.8423",="0",="76.9682",="0",="0",="0",="431.9693",="0",="437.4471",="0",="0",="3519.7557",="178.9836",="0",="0",="0",="0",="436.7638",="0",="0",="0",="0",="0",="3337.7224",="0",="0",="0",="1027.8853",="0",="2983.9558",="0",="0",="1013.0127",="1221.3026",="1315.3524",="123.9079",="212.0863",="0",="0",="0",="0",="424.5691",="0",="0",="526.1579",="0",="0",="0",="0",="0",="0",="455.301",="1347.9182",="0",="0",="807.1473",="0",="3498.223",="324.1234",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19996.8602",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12184.5238",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10709.69",="30078.5113",="0",="0",="0",="6846.7809",="0",="0",="0",="0",="0",="0",="0",="109046.4944",="3117.1187",="21068.9906",="0",="4028.6902",="0",="0",="0",="91512.7172",="0",="0",="0",="24456.634",="0",="18555.8414",="0",="0",="15110.7219",="0",="0",="14855.1159",="0",="32462.4055",="3439.0015",="3932.5358",="1847.8851",="50575.0925",="1105.0377",="0",="74338.3952",="25449.0939",="14060.192",="0",="0",="0",="5430.1651999999995",="98338.0749",="549.0086",="103030.2641",="0",="26943.2643",="0",="48802.3274",="0",="34826.4199",="0",="18772.6322",="0",="0",="0",="0",="0",="15727.9351",="17506.8699",="22354.8387",="22656.635",="4606.3625",="9565.0059",="14751.5393",="534.1197",="31174.5778",="6267.5826",="1658.1408",="567.1755",="5069.7438",="1415.8081",="474.221",="597.618",="1025.6803",="793.2305",="1174.7142"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1783.5045",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="637.7189",="0",="0",="0",="333.8098",="0",="0",="0",="0",="0",="0",="0",="159.536",="1032.5432",="0",="0",="0",="0",="0",="0",="3961.2841",="0",="0",="0",="913.127",="0",="5295.532",="0",="0",="240.3463",="0",="0",="5985.0505",="0",="0",="1322.0985",="1683.0492",="0",="2886.1105",="2791.5492",="0",="4315.7224",="255.5749",="1241.0372",="0",="0",="0",="3505.3142",="2832.5336",="0",="3456.9585",="0",="1179.8823",="0",="2582.1979",="0",="2004.3153",="0",="1262.1209",="0",="0",="0",="0",="0",="111.7189",="238.748",="15.4736",="0",="0",="87.5456",="176.9266",="213.4653",="353.8212",="7.3906",="0",="0",="0",="612.6087",="0",="0",="0",="0",="0"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.1386",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.1226",="0",="0",="0",="268.5851",="0",="0",="0",="0",="0",="0",="0",="1290.131",="0",="0",="0",="0",="0",="0",="0",="639.5238",="0",="0",="0",="0",="0",="509.428",="0",="0",="0",="0",="0",="92.4484",="0",="0",="519.1819",="0",="0",="385.3907",="404.1141",="0",="527.2802",="0",="1006.8333",="0",="0",="0",="11.7446",="1493.6731",="0",="167.7316",="0",="625.9158",="0",="959.6545",="0",="1338.4267",="0",="212.2755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="186.9029",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="926.1499",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="372.8595",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="976.8761",="0",="0",="0",="0",="110.6157",="0",="51.5522",="0",="61.2941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.9158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="95.9839",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.0904",="0",="0",="292.4427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.2867",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.3033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.0186",="0",="0",="0",="0",="75.6558",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="426.9408",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="848.0887",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1226.468",="0",="291.6534",="243.044",="0",="0",="0",="0",="0",="0",="0",="0",="237.6255",="6.0448",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2203.7755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="424.3604",="0",="236.5053",="5062.7174",="0",="189.0107",="0",="0",="0",="0",="0",="656.6177",="0",="2200.4117",="0",="47.4601",="11667.4312",="565.3086",="0",="0",="0",="0",="193.6667",="0",="98.3994",="0",="0",="0",="6121.6888",="0",="0",="0",="500.6985",="0",="6000.0961",="0",="1622.2054",="494.0908",="2346.8289",="2849.0746",="2296.3763",="0",="0",="0",="0",="0",="638.3992",="0",="0",="568.1392000000001",="171.681",="0",="0",="0",="0",="0",="5902.3709",="6601.0794",="0",="0",="2469.9202",="0",="0",="0",="0",="0",="0",="0",="0",="186.8989",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
